S.No,Published Date,Bid Closing Date,Tender Opening Date,Title,Etender Ref,Tender ID,Organisation Chain,Tender Value (INR),Page,Scraped At
2144,16-04-2026 11:00,23-04-2026 17:00,24-04-2026 17:00,Construction of internal road from the main road to Diwal Tare Subhash Tare and Shailesh Tare houses in Padvipada TNP/2026-27/7,,2026_DMA_1295230_1,Directorate Of Municipal Administration||Municipal Administration Palghar||Nagar Panchayat Talasari,"32,75,079",215,21-04-2026 19:44
2145,16-04-2026 11:00,23-04-2026 18:00,27-04-2026 11:00,"Inviting Tenders for the Collection, Transportation and Processing of Solid Waste in the periphery of Municipal Council Varangaon, Dist. Jalgaon for 2026-2027 (Second Call) VRN/MSW/SERVICE",,2026_DMA_1295232_1,"Directorate Of Municipal Administration||Municipal Administration, Jalgaon||Municipal CounciL Varangaon",NA,215,21-04-2026 19:44
2146,16-04-2026 11:00,30-04-2026 17:00,04-05-2026 15:00,JCB per hour basis AMC/HEALTH/140/2026 JCB and POCKLAND,,2026_DMA_1295235_1,"Directorate Of Municipal Administration||Municipal Administration, Amravati||Municipal Council, Anjangaon||Civil Department",NA,215,21-04-2026 19:44
2147,16-04-2026 11:00,30-04-2026 17:00,04-05-2026 15:00,POCKLAND per hour basis AMC/HEALTH/140/2026 JCB and POCKLAND,,2026_DMA_1295235_2,"Directorate Of Municipal Administration||Municipal Administration, Amravati||Municipal Council, Anjangaon||Civil Department",NA,215,21-04-2026 19:44
2148,16-04-2026 11:00,23-04-2026 17:00,24-04-2026 17:00,Construction of road in front of Mahadya Mandal house in Mandalpada TNP/2026-27/8,,2026_DMA_1295244_1,Directorate Of Municipal Administration||Municipal Administration Palghar||Nagar Panchayat Talasari,"12,36,236",215,21-04-2026 19:44
2149,16-04-2026 11:00,30-04-2026 17:00,04-05-2026 15:00,"Regarding appointing organizations for public awareness to carry out information, education and communication (IEC) and behavior change (BCC) activities under Swachh Maharashtra Abhiyan Civil and Swachh Survekshan AMC/HEALTH/140/2026 IEC",,2026_DMA_1295246_1,"Directorate Of Municipal Administration||Municipal Administration, Amravati||Municipal Council, Anjangaon||Civil Department",NA,215,21-04-2026 19:44
2150,16-04-2026 11:00,23-04-2026 17:00,24-04-2026 17:00,Construction of road from Prakash Koti house to Sachin Dolhare house in Paraspada TNP/2026-27/9,,2026_DMA_1295255_1,Directorate Of Municipal Administration||Municipal Administration Palghar||Nagar Panchayat Talasari,"44,66,267",215,21-04-2026 19:44
2151,16-04-2026 11:00,23-04-2026 17:00,24-04-2026 18:00,Const. of Diversion weir And Distribution System At Kathi Tal Patan Dist Satara E-Tender Notice No.01/02 2025-26 2nd Call,,2026_SATAR_1295260_1,RDD-CEO-SATARA||SATARA-MINOR IRRI.,"16,19,259",216,21-04-2026 19:45
2152,16-04-2026 11:00,23-04-2026 17:00,24-04-2026 18:00,"Const. of Diversion weir And Distribution System At javratwadi Bharsakhale, Tal-Patan, Dist-Satara E-Tender Notice No.01/02 2025-26 5th Call",,2026_SATAR_1295265_1,RDD-CEO-SATARA||SATARA-MINOR IRRI.,"15,94,388",216,21-04-2026 19:45
2153,16-04-2026 11:00,23-04-2026 16:00,24-04-2026 16:00,eTender for CTS No 944 admeasuring 46.00 Sq.Mtr and the Construction Standing ETENDER_DNDCCBANK_2026_13,,2026_CMTDM_1295269_1,"Co-operation, Marketing and Textiles Dept, Mumbai||Commissioner for Cooperation and Registrar of Cooperative Societies Pune||District Dy Registrar Cooperative Societies Dhule||The Dhule and Nandurbar District Central Co op Bank Dhule","51,52,000",216,21-04-2026 19:45
2154,16-04-2026 11:00,24-04-2026 17:45,27-04-2026 11:00,Repair and Maintenance of Roller type Cross Regulator Gate of size 1.5 x 1.5 m -02 No. and Roller type Escape Gate of size 1.5 x 1.5 m-01 NO. at RD 6275 and Roller type HR Gate of size 1.5 x 1.5 m -02 No. at RD 7830 of Sirsoli Distributory of Pench P Tender Notice No.2 of 2026-27,,2026_WRDMN_1295272_1,CE (Mechanical) Water Resource Department Nashik||SE Mechanical Circle Nagpur||EE Mechnical Division Nagpur,"12,56,076",216,21-04-2026 19:45
2155,16-04-2026 11:00,23-04-2026 16:00,24-04-2026 16:00,eTender for CTS No 943 admeasuring 254.47 Sq.Mtr and the Construction Standing ETENDER_DNDCCBANK_2026_14,,2026_CMTDM_1295276_1,"Co-operation, Marketing and Textiles Dept, Mumbai||Commissioner for Cooperation and Registrar of Cooperative Societies Pune||District Dy Registrar Cooperative Societies Dhule||The Dhule and Nandurbar District Central Co op Bank Dhule","3,29,50,000",216,21-04-2026 19:45
2156,16-04-2026 11:00,23-04-2026 17:45,28-04-2026 11:00,Operation and maintenance of Pumping Machinery with allied Mechanical and electrical equipments at Mhaisal LIS stage 6A 6B and Agalgaon-Jakhapur Old and Extended Gavan Nagewadi and Vajrachounde including Dongarwadi and banewadi LIS E-Tender Notice No._10_2025-26,,2026_WRDMN_1291254_2,CE (Mechanical) Water Resource Department Nashik||SE Mechanical Circle Kolhapur||EE Takari Mechanical and Electrical Div Sangli,"16,07,570",216,21-04-2026 19:45
2157,16-04-2026 11:00,25-04-2026 17:00,27-04-2026 11:00,TO CONSTRUCT SHED AND PROVIDE SEATING ARRANGEMENT FOR VEGETABLE MARKET WITHIN ALIBAG MUNICIPAL COUNCIL LIMITS. AMC/CIVIL/16/2026,,2026_DMA_1295280_1,"Directorate Of Municipal Administration||Municipal Administration, Raigad||Municipal Council, Alibag||Civil Department",NA,216,21-04-2026 19:45
2158,16-04-2026 11:00,23-04-2026 16:00,24-04-2026 16:00,eTender for CTS No 436-B admeasuring 16.30 Sq.Mtr and the Construction Standing ETENDER_DNDCCBANK_2026_15,,2026_CMTDM_1295284_1,"Co-operation, Marketing and Textiles Dept, Mumbai||Commissioner for Cooperation and Registrar of Cooperative Societies Pune||District Dy Registrar Cooperative Societies Dhule||The Dhule and Nandurbar District Central Co op Bank Dhule","31,49,000",216,21-04-2026 19:45
2159,16-04-2026 11:00,23-04-2026 15:00,24-04-2026 15:00,WORK 2026-27/19-191,,2026_DMA_1295285_1,Directorate Of Municipal Administration||Municipal Administration Satara||Municipal Council Mahabaleshwar||Water Supply Department,NA,216,21-04-2026 19:45
2160,16-04-2026 11:00,25-04-2026 17:00,27-04-2026 11:00,RENOVATION OF THE PUBLIC GYMNASIUM WITHIN THE ALIBAG MUNICIPAL COUNCIL. AMC/CIVIL/20/2026,,2026_DMA_1295287_1,"Directorate Of Municipal Administration||Municipal Administration, Raigad||Municipal Council, Alibag||Civil Department",NA,216,21-04-2026 19:45
2161,16-04-2026 11:00,25-04-2026 17:00,27-04-2026 11:00,CONSTRUCTION OF CC ROAD BEHIND MAYUR BAKERY FROM ADV.RAVI PATIL HOUSE TO GURUDATTA SOCIETY IN ALIBAG MUNICIPAL COUNCIL. AMC/CIVIL/13/2026,,2026_DMA_1295292_1,"Directorate Of Municipal Administration||Municipal Administration, Raigad||Municipal Council, Alibag||Civil Department",NA,217,21-04-2026 19:45
2162,16-04-2026 11:00,23-04-2026 17:00,24-04-2026 17:05,"Repairing Government School and Government Hospitals, Construction Rooms and Provoiding Facllities in the Sawantwadi Constituency Sindhudurg District SWD/NIT/01 for 2026-27",,2026_PWR_1295293_1,Public Works Region||Public Works Region - Konkan||Public Works Circle - Sindhudurg||EE Public Works Division Sawantwadi,"82,78,834",217,21-04-2026 19:45
2163,16-04-2026 11:00,23-04-2026 17:00,24-04-2026 17:05,Restoration Of Damaged Road Due to Laying Of MSCDCL Electric line On Math Kudal Pandur Humarda Jambharde Gargoti Road SH 179 in KM 0/00 to 4/00 and KM 4/700 to 10/900 Tal Kudal Dist Sindhudurg SWD/NIT/01 for 2026-27,,2026_PWR_1295293_2,Public Works Region||Public Works Region - Konkan||Public Works Circle - Sindhudurg||EE Public Works Division Sawantwadi,"77,23,860",217,21-04-2026 19:45
2164,16-04-2026 11:00,23-04-2026 17:00,24-04-2026 17:00,Beautification of Rishishwar Garden in Reservation No 29 of Survey No 1239 for M C Narkhed Dist Nagpur 2026_DMA_802701_MCN_TP,,2026_DMA_1268111_5,"Directorate Of Municipal Administration||Municipal Administration, Nagpur||Municipal Council, Narkhed||Miscellneous Department","8,94,71,893",217,21-04-2026 19:45
2165,16-04-2026 11:00,10-05-2026 17:00,11-05-2026 17:00,CONSTRUCTION OF PRIMARY HEALTH CENTER MAIN BUILDING AT KALGAON TAL.PATAN DIST. SATARA A-2/E-Tendering/93/2026,,2026_SATAR_1295302_1,RDD-CEO-SATARA||SATARA-Dy. CEO V.P.,"3,07,62,982",217,21-04-2026 19:45
2166,16-04-2026 11:00,30-04-2026 17:00,04-05-2026 17:00,Construction of Remaining Work for Primary Health Sub Center Building AT Koregoan Tal- Karad Dist- Satara A-2/E-Tendering/93/2026,,2026_SATAR_1295302_2,RDD-CEO-SATARA||SATARA-Dy. CEO V.P.,"30,63,515",217,21-04-2026 19:45
2167,16-04-2026 11:00,22-04-2026 17:00,24-04-2026 11:00,E-tender/GPD/01/2026/27 E-tender/GPD/01/2026/27,,2026_BEED_1295304_1,RDD-CEO-BEED||BEED-Dy. CEO V.P.||ASHTI||DAULAWADGAON,"12,00,000",217,21-04-2026 19:45
2168,16-04-2026 11:00,23-04-2026 18:00,24-04-2026 18:00,"Cleaning and regradation of tail channel, Removing wet silt in toe drain and Repairing stone pitching of Telgaon M.1 Tank and other Tq- Ahmedpur Dist Latur LID2_Notice2_1",,2026_CCCA_1295307_1,CE and CA CADA Aurangabad||SE and Admin CADA Latur||EE Latur Irrigation Division No.2 Latur,"95,95,971",217,21-04-2026 19:45
2169,16-04-2026 11:00,30-04-2026 17:00,04-05-2026 17:00,Repairs to Medical officer Quarters and Staff Quarters at Masur PHC Dist. Satara A-2/E-Tendering/93/2026,,2026_SATAR_1295302_3,RDD-CEO-SATARA||SATARA-Dy. CEO V.P.,"14,29,314",217,21-04-2026 19:45
2170,16-04-2026 11:00,30-04-2026 17:00,04-05-2026 17:00,Reapirs to MO and Staff quaters at PHC Murud. Tal Patan A-2/E-Tendering/93/2026,,2026_SATAR_1295302_4,RDD-CEO-SATARA||SATARA-Dy. CEO V.P.,"15,72,488",217,21-04-2026 19:45
2171,16-04-2026 11:00,23-04-2026 18:00,24-04-2026 18:00,"Repair of submersible road, casing embankment and Other Repair Work of mawalgaon storage tank ta. ahemadpur. dist. latur andTail channel regradation, Repair of Guide bund,Removing of all trees, bushes on dam portion and removing wet silt in toe drain LID2_NOTICE2_2",,2026_CCCA_1295309_1,CE and CA CADA Aurangabad||SE and Admin CADA Latur||EE Latur Irrigation Division No.2 Latur,"81,94,332",218,21-04-2026 19:45
2172,16-04-2026 11:00,30-04-2026 17:00,04-05-2026 17:00,Repairs to Primary Health Sub Center AT Mandrulkole Tal.Patan A-2/E-Tendering/93/2026,,2026_SATAR_1295302_5,RDD-CEO-SATARA||SATARA-Dy. CEO V.P.,"13,06,104",218,21-04-2026 19:45
2173,16-04-2026 11:00,23-04-2026 17:00,24-04-2026 17:00,"Tree Plantation and Maintenance (NurturingTrees for Three Years) on Karhale Pahine Dindori Pimpalgaon Lasalgaon Manmad Road SH-29 Km. 124/540 to 146/940, Rahud Nandurtek Vadbare Malvasti Road MDR-117 Km. 0/00 to 15/00 of P.W. Sub- Division Chandwad, E-Tender Notice No.21 for 2025-26 Tree Plantition",,2026_PWR_1295310_1,Public Works Region||Public Works Region - Nashik||Public Works Circle - Nashik||Public Works East Division Nashik,"2,81,29,872",218,21-04-2026 19:45
2174,16-04-2026 11:00,23-04-2026 18:00,24-04-2026 18:00,"Construction of left side cement concrete guide wall, and Other Reapair Work of kendrewadi storage tank Tq. Chakur Dist. Latur. LID2_NOTICE2_3",,2026_CCCA_1295311_1,CE and CA CADA Aurangabad||SE and Admin CADA Latur||EE Latur Irrigation Division No.2 Latur,"79,24,565",218,21-04-2026 19:45
2175,16-04-2026 11:00,22-04-2026 17:00,24-04-2026 11:00,E-tender/GPD/01/2026/27 E-tender/GPD/01/2026/27,,2026_BEED_1295312_1,RDD-CEO-BEED||BEED-Dy. CEO V.P.||ASHTI||DHAMANGAON,"12,00,000",218,21-04-2026 19:45
2176,16-04-2026 11:00,22-04-2026 17:00,24-04-2026 11:00,E-tender/GPK/01/2026/27 E-tender/GPK/01/2026/27,,2026_BEED_1295308_2,RDD-CEO-BEED||BEED-Dy. CEO V.P.||ASHTI||KADA,"12,00,000",218,21-04-2026 19:45
2177,16-04-2026 11:00,30-04-2026 17:00,04-05-2026 17:00,Repairs to Primary Health Sub Center AT Jinti Tal. Patan A-2/E-Tendering/93A/2026,,2026_SATAR_1295313_1,RDD-CEO-SATARA||SATARA-Dy. CEO V.P.,"11,70,821",218,21-04-2026 19:45
2178,16-04-2026 11:00,30-04-2026 17:00,04-05-2026 17:00,MAKING SMART P H C AT MARDI TAL MAN DIST SATARA A-2/E-Tendering/93A/2026,,2026_SATAR_1295313_2,RDD-CEO-SATARA||SATARA-Dy. CEO V.P.,"15,50,816",218,21-04-2026 19:45
2179,16-04-2026 11:00,30-04-2026 17:00,04-05-2026 17:00,REPAIRS TO PRIMARY HEALTH CENTRE BUILDING AND QUARTERS AT MALWADI TAL MAN DIST SATARA A-2/E-Tendering/93A/2026,,2026_SATAR_1295313_3,RDD-CEO-SATARA||SATARA-Dy. CEO V.P.,"14,74,078",218,21-04-2026 19:45
2180,16-04-2026 11:00,23-04-2026 17:00,24-04-2026 17:30,FUDMC/RoadMBekraiN/2026-27 FUDMC/RoadMBekraiN/2026-27,,2026_DMA_1295315_1,"Directorate Of Municipal Administration||Municipal Administration, Pune||Municipal Council, Fursungi-Uruli Devachi",NA,218,21-04-2026 19:45
2181,16-04-2026 11:00,23-04-2026 17:00,24-04-2026 17:00,... CMC/711/PWD/2025-26,,2026_DMA_1295317_1,"Directorate Of Municipal Administration||Municipal Administration, Amravati||Municipal Council, Chikhaldara||Civil Department",NA,219,21-04-2026 19:45
2182,16-04-2026 11:00,23-04-2026 17:00,24-04-2026 17:00,... CMC/711/PWD/2025-26,,2026_DMA_1295317_2,"Directorate Of Municipal Administration||Municipal Administration, Amravati||Municipal Council, Chikhaldara||Civil Department",NA,219,21-04-2026 19:45
2183,16-04-2026 11:00,23-04-2026 17:00,24-04-2026 17:00,Supply of public street lights (LED lights) in the Municipal Council Achalpur area ACH/ELECTRICAL/01/2026-27,,2026_DMA_1295319_1,"Directorate Of Municipal Administration||Municipal Administration, Amravati||Municipal Council, Achalpur||Education Department","22,52,620",219,21-04-2026 19:45
2184,16-04-2026 11:00,30-04-2026 17:00,04-05-2026 17:00,REPAIRS TO PRIMARY HELTH CENTER MEDICAL OFFICER BUILDING AND STAFF QUARTERS AT. KUDAL TAL. JAOLI DIST. SATARA A-2/E-Tendering/93A/2026,,2026_SATAR_1295313_4,RDD-CEO-SATARA||SATARA-Dy. CEO V.P.,"15,01,268",219,21-04-2026 19:45
2185,16-04-2026 11:00,07-05-2026 17:00,08-05-2026 17:00,INSTALLATION OF DECORATIVE STREET LIGHTS WITH IN THE LIMITS OF THE TALA NAGAR PANCHAYAT 7/E-tender/TNP/2026-27,,2026_DMA_1295320_1,"Directorate Of Municipal Administration||Municipal Administration, Raigad||Nagar Panchayat Tala||Water Supply Department","2,00,20,264",219,21-04-2026 19:45
2186,16-04-2026 11:00,23-04-2026 17:00,24-04-2026 17:30,FUDMC/RoadM/GavBhag/2026-27 FUDMC/RoadM/GavBhag/2026-27,,2026_DMA_1295318_1,"Directorate Of Municipal Administration||Municipal Administration, Pune||Municipal Council, Fursungi-Uruli Devachi",NA,219,21-04-2026 19:45
2187,16-04-2026 11:00,23-04-2026 17:00,24-04-2026 17:30,FUDMC/RoadM/UruliDevachi/26-27 FUDMC/RoadM/UruliDevachi/26-27,,2026_DMA_1295344_1,"Directorate Of Municipal Administration||Municipal Administration, Pune||Municipal Council, Fursungi-Uruli Devachi",NA,219,21-04-2026 19:45
2188,16-04-2026 11:00,22-04-2026 18:55,23-04-2026 18:55,E-TENDAR 2025-26 BITARGAON(W) TA.KARMALA E-TENDAR-2025-26 TA.KARMALA,,2026_SOLAP_1295345_1,RDD-CEO-SOLAPUR||SOLAPUR-Dy. CEO V.P.||KARMALA||BITARGAON (WANGI),"12,83,297",219,21-04-2026 19:45
2189,16-04-2026 11:00,24-04-2026 17:00,27-04-2026 11:00,Providing And Supplying Bleaching Powder For Financial Year 2026-27 MCB/WS/NIT4/2025-26,,2026_DMA_1281069_11,"Directorate Of Municipal Administration||Municipal Administration, Buldhana||Municipal Council, Buldhana",0,219,21-04-2026 19:45
2190,16-04-2026 11:00,24-04-2026 17:00,27-04-2026 11:00,Providing And Supplying Chloring Gas Cylinder For Financial Year 2026-27 MCB/WS/NIT4/2025-26,,2026_DMA_1281069_12,"Directorate Of Municipal Administration||Municipal Administration, Buldhana||Municipal Council, Buldhana",0,219,21-04-2026 19:45
2191,16-04-2026 11:00,24-04-2026 17:00,27-04-2026 11:00,Providing And Supplying PAC Powder For Financial Year 2026-27 MCB/WS/NIT4/2025-26,,2026_DMA_1281069_13,"Directorate Of Municipal Administration||Municipal Administration, Buldhana||Municipal Council, Buldhana",0,220,21-04-2026 19:45
2192,16-04-2026 11:00,28-04-2026 17:00,29-04-2026 17:00,To Provide Management Services for Water Supply Department for 1 Year. CMC/WaterSupply/07/2026,,2026_DMA_1295349_1,"Directorate Of Municipal Administration||Municipal Administration, Ratnagiri||Municipal Council Chiplun","1,63,33,200",220,21-04-2026 19:45
2193,16-04-2026 11:00,23-04-2026 16:00,24-04-2026 16:00,Complete Repairing and Overhauling of Barscreen hoist system at Saltpan pumping station. Complete Repairing and Overhauling of Barscreen hoist system at Saltpan pumping station.,,2026_MCGM_1295352_1,Municipal Corporation of Greater Mumbai||Sewerage Operation Department||Dy. Ch.E (Sewerage Operation) City||Ex.E. Mechanical (Sewerage) City-I,NA,220,21-04-2026 19:45
2194,16-04-2026 11:00,23-04-2026 16:00,24-04-2026 16:00,eTender for CTS No 2943-A-2 admeasuring 1395.00 Sq.Mtr the open plot. ETENDER_DNDCCBANK_2026_16,,2026_CMTDM_1295357_1,"Co-operation, Marketing and Textiles Dept, Mumbai||Commissioner for Cooperation and Registrar of Cooperative Societies Pune||District Dy Registrar Cooperative Societies Dhule||The Dhule and Nandurbar District Central Co op Bank Dhule","2,74,41,000",220,21-04-2026 19:45
2195,16-04-2026 10:30,27-04-2026 18:15,29-04-2026 12:00,TLIP Repairs maintenance Operation and Supplying manpower and Ancillary work of Electrical Mechanical and Civil Part at Tembhu Pumphouse Stgae 1A 1B stage 2 3 4 and 5 Visapur Lift Irrigation Scheme stage 1A 1B 2 and 3 Pundi Lift Irrigation stage 1A 2025 Tembhu Comprehensiv,,2025_CWRDP_1259027_2,CE-Water Resources Dept. Pune||Maharashtra Krishna Valley Development Corporation||Sangli Irrigation Circle Sangli||Tembhu Lift Irri Project Management Div Ogalewadi,"32,76,85,674",220,21-04-2026 19:45
2196,16-04-2026 10:00,30-04-2026 17:00,05-05-2026 10:00,Hiring of Vehicle 608/709 Eicher or Similar type Vehicle At District Dy. Commissionar Animal Husbandry Solapur Rent Vehicle 2026,,2026_CAHP_1294488_1,Commissioner of Animal Husbandry Pune||Regional Joint Commissioner of Animal Husbandry Pune||Dist Dy Commissioner of Animal Husbandry Solapur,NA,220,21-04-2026 19:45
2197,16-04-2026 10:00,24-04-2026 14:00,27-04-2026 16:00,Construction five work of sabha mandap under Maharashtra Suvarna Jayanti Nagrothan Scheme Year 2025-26 Pacakge F CW/CE/3/2026-27,,2026_SMC_1294775_1,Solapur Municipal Corporation,"86,67,344",220,21-04-2026 19:45
2198,16-04-2026 10:00,06-05-2026 15:00,07-05-2026 15:05,(95088) Construction of drain and pathway near dinesh Tiwari house no.992 to arun Shukla house no.1014 devidhamnagar ward no.6 yadavnagar.(MLA Fund 2024-25) NMMC/C.E./EE(A)/15/2026-27,,2026_NMMC_1294961_1,Navi Mumbai Municipal Corporation||City Engineer Department,"8,43,608",220,21-04-2026 19:45
2199,16-04-2026 10:00,30-04-2026 15:00,01-05-2026 15:05,(95584)Providing Store Room in the G Ward Office Building in Sector 3 Airoli Ward. NMMC/C.E./EE(A)/16(1)/2026-27,,2026_NMMC_1294978_1,Navi Mumbai Municipal Corporation||City Engineer Department,"3,81,241",220,21-04-2026 19:45
2200,16-04-2026 10:00,30-04-2026 15:00,01-05-2026 15:05,"(95084)Construction of culvert near Bhoskar Bhavan, MSEB Sub station and Datta Meghe College at Sec 3 in Airoli Ward. NMMC/C.E./EE(A)/16(2)/2026-27",,2026_NMMC_1294988_1,Navi Mumbai Municipal Corporation||City Engineer Department,"16,03,755",220,21-04-2026 19:45
