S.No,Published Date,Bid Closing Date,Tender Opening Date,Title,Etender Ref,Tender ID,Organisation Chain,Tender Value (INR),Page,Scraped At
914,20-04-2026 10:00,27-04-2026 18:55,29-04-2026 10:00,Construction of Internal Drain at Jawahar Stadium in P. No.7 AMC Area Amravati. PWD/AMT/2026-27/2/12,,2026_PWR_1296265_1,Public Works Region||Public Works Region - Amravati||Public Works Circle - Amravati||Public Works Division Amravati,"15,74,399",92,21-04-2026 19:23
915,20-04-2026 10:00,27-04-2026 18:55,29-04-2026 10:00,Development of Playing Ground at SRPF Wadali in P. No.9 AMC Area Amravati. PWD/AMT/2026-27/2/13,,2026_PWR_1296267_1,Public Works Region||Public Works Region - Amravati||Public Works Circle - Amravati||Public Works Division Amravati,"15,85,572",92,21-04-2026 19:23
916,20-04-2026 10:00,27-04-2026 18:55,29-04-2026 10:00,Providing and Fixing Paving Block Beside Internal Road at Rukhmini Nagar in P. No.12 AMC Area Amravati. PWD/AMT/2026-27/2/14,,2026_PWR_1296268_1,Public Works Region||Public Works Region - Amravati||Public Works Circle - Amravati||Public Works Division Amravati,"15,77,246",92,21-04-2026 19:23
917,20-04-2026 10:00,27-04-2026 18:55,29-04-2026 10:00,Construction of Internal Road at Ambapeth in P. No.13 AMC Area Amravati. PWD/AMT/2026-27/2/15,,2026_PWR_1296269_1,Public Works Region||Public Works Region - Amravati||Public Works Circle - Amravati||Public Works Division Amravati,"23,52,559",92,21-04-2026 19:23
918,20-04-2026 10:00,27-04-2026 18:55,29-04-2026 10:00,Construction of Internal Drain at Jog Stadium in P. No.7 AMC Area Amravati. PWD/AMT/2026-27/2/16,,2026_PWR_1296272_1,Public Works Region||Public Works Region - Amravati||Public Works Circle - Amravati||Public Works Division Amravati,"15,74,370",92,21-04-2026 19:23
919,20-04-2026 10:00,27-04-2026 18:55,29-04-2026 10:00,Fixing of Paving Block Road Side to Internal Road at Jog Stadium in P. No.8 AMC Area Amravati. PWD/AMT/2026-27/2/17,,2026_PWR_1296274_1,Public Works Region||Public Works Region - Amravati||Public Works Circle - Amravati||Public Works Division Amravati,"15,72,189",92,21-04-2026 19:23
920,20-04-2026 10:00,27-04-2026 18:55,29-04-2026 10:00,Construction of Internal C C Drain and Road at Jameel Colony in P. No.4 AMC Area Amravati. PWD/AMT/2026-27/2/18,,2026_PWR_1296275_1,Public Works Region||Public Works Region - Amravati||Public Works Circle - Amravati||Public Works Division Amravati,"23,44,759",92,21-04-2026 19:23
921,20-04-2026 10:00,27-04-2026 18:55,29-04-2026 10:00,Construction of Internal Drain at Vilas Nagar Morbag in P. No.6 AMC Area Amravati. PWD/AMT/2026-27/2/19,,2026_PWR_1296278_1,Public Works Region||Public Works Region - Amravati||Public Works Circle - Amravati||Public Works Division Amravati,"15,74,282",93,21-04-2026 19:23
922,20-04-2026 10:00,27-04-2026 18:55,29-04-2026 10:00,Fixing of Paving Block Road Side to Internal Road at Jawahar Stadium in P. No.7 AMC Area Amravati. PWD/AMT/2026-27/2/20,,2026_PWR_1296280_1,Public Works Region||Public Works Region - Amravati||Public Works Circle - Amravati||Public Works Division Amravati,"15,66,059",93,21-04-2026 19:23
923,20-04-2026 10:00,27-04-2026 18:55,29-04-2026 10:00,Construction of Internal Road at Jawahar Stadium in P. No.7 AMC Area Amravati. PWD/AMT/2026-27/2/21,,2026_PWR_1296281_1,Public Works Region||Public Works Region - Amravati||Public Works Circle - Amravati||Public Works Division Amravati,"23,52,570",93,21-04-2026 19:23
924,20-04-2026 10:00,27-04-2026 18:55,29-04-2026 10:00,Construction of Internal C C Drain at SRPF Wadali in P. No.9 AMC Area Amravati. PWD/AMT/2026-27/2/22,,2026_PWR_1296285_1,Public Works Region||Public Works Region - Amravati||Public Works Circle - Amravati||Public Works Division Amravati,"23,54,476",93,21-04-2026 19:23
925,20-04-2026 10:00,27-04-2026 18:55,29-04-2026 10:00,Construction of Road at SRPF Wadali in P. No.9 AMC Area Amravati. PWD/AMT/2026-27/2/23,,2026_PWR_1296288_1,Public Works Region||Public Works Region - Amravati||Public Works Circle - Amravati||Public Works Division Amravati,"23,67,638",93,21-04-2026 19:23
926,20-04-2026 10:00,27-04-2026 18:55,29-04-2026 10:00,Construction of Internal C C Drain at Rukhmini Nagar in P. No.12 AMC Area Amravati. PWD/AMT/2026-27/2/24,,2026_PWR_1296289_1,Public Works Region||Public Works Region - Amravati||Public Works Circle - Amravati||Public Works Division Amravati,"19,62,350",93,21-04-2026 19:23
927,20-04-2026 10:00,27-04-2026 18:55,29-04-2026 10:00,Construction of Internal Drain and Fixing of Paving Block at Ambadevi Budhwara in P. No.14 AMC Area Amravati. PWD/AMT/2026-27/2/25,,2026_PWR_1296291_1,Public Works Region||Public Works Region - Amravati||Public Works Circle - Amravati||Public Works Division Amravati,"15,75,446",93,21-04-2026 19:23
928,20-04-2026 10:00,27-04-2026 18:55,29-04-2026 10:00,Construction of Internal Road and Drain at Chhaya Nagar in P. No.15 AMC Area Amravati. PWD/AMT/2026-27/2/26,,2026_PWR_1296293_1,Public Works Region||Public Works Region - Amravati||Public Works Circle - Amravati||Public Works Division Amravati,"23,53,212",93,21-04-2026 19:23
929,20-04-2026 10:00,27-04-2026 18:55,29-04-2026 10:00,Construction of Internal Road at Ambadevi Budhwara in P. No.14 AMC Area Amravati. PWD/AMT/2026-27/2/27,,2026_PWR_1296296_1,Public Works Region||Public Works Region - Amravati||Public Works Circle - Amravati||Public Works Division Amravati,"15,73,298",93,21-04-2026 19:23
930,20-04-2026 10:00,27-04-2026 18:55,29-04-2026 10:00,Construction of Internal C C Drain at Arjun Nagar in P. No.1 AMC Area Amravati. PWD/AMT/2026-27/2/28,,2026_PWR_1296298_1,Public Works Region||Public Works Region - Amravati||Public Works Circle - Amravati||Public Works Division Amravati,"11,81,412",93,21-04-2026 19:23
931,20-04-2026 10:00,27-04-2026 15:00,28-04-2026 16:00,. Tender No. 1 UE,,2026_RATNA_1296294_1,RDD-CEO-RATNAGIRI||RATINAGIRI-Dy. CEO V.P.||LANJA||VIVALI,NA,94,21-04-2026 19:24
932,20-04-2026 10:00,27-04-2026 15:00,28-04-2026 16:00,ST and BT to Vivali Kelambe Bhitalewadi Smashanbhumi and Ganpati Ghat Road Tal. Lanja Tender No. 1 UE,,2026_RATNA_1296299_1,RDD-CEO-RATNAGIRI||RATINAGIRI-Dy. CEO V.P.||LANJA||VIVALI,NA,94,21-04-2026 19:24
933,20-04-2026 10:00,27-04-2026 18:55,29-04-2026 10:00,Construction of Internal Road and Drain at Lalkhadi Imam Nagar in AMC Area Amravati. PWD/AMT/2026-27/2/29,,2026_PWR_1296301_1,Public Works Region||Public Works Region - Amravati||Public Works Circle - Amravati||Public Works Division Amravati,"15,33,636",94,21-04-2026 19:24
934,20-04-2026 10:00,27-04-2026 15:00,28-04-2026 16:00,. Tender Notice No 2,,2026_RATNA_1296302_1,RDD-CEO-RATNAGIRI||RATINAGIRI-Dy. CEO V.P.||LANJA||VIVALI,NA,94,21-04-2026 19:24
935,20-04-2026 10:00,27-04-2026 18:55,29-04-2026 10:00,Construction of C C Drain at Chhaya Nagar Pathipura in P. No.15 AMC Area Amravati. PWD/AMT/2026-27/2/30,,2026_PWR_1296306_1,Public Works Region||Public Works Region - Amravati||Public Works Circle - Amravati||Public Works Division Amravati,"23,56,813",94,21-04-2026 19:24
936,20-04-2026 10:00,25-04-2026 18:00,27-04-2026 09:00,E Tender Notice No-01_2026-2027_02 E Tender Notice No-01_2026-2027_02,,2026_NASHI_1296305_1,RDD-CEO-NASHIK||NASHIK-Dy. CEO V.P.||KALWAN||GANORE,NA,94,21-04-2026 19:24
937,20-04-2026 10:00,27-04-2026 18:55,29-04-2026 10:00,Construction of Internal C C Drain Under Rahatgaon Area in P. No.1 AMC Area Amravati. PWD/AMT/2026-27/2/31,,2026_PWR_1296307_1,Public Works Region||Public Works Region - Amravati||Public Works Circle - Amravati||Public Works Division Amravati,"15,75,927",94,21-04-2026 19:24
938,20-04-2026 10:00,27-04-2026 18:55,29-04-2026 10:00,Construction of Internal Road and C C Drain in Chhatrasal Nagar in P. No.3 AMC Area Amravati. PWD/AMT/2026-27/2/32,,2026_PWR_1296308_1,Public Works Region||Public Works Region - Amravati||Public Works Circle - Amravati||Public Works Division Amravati,"15,76,933",94,21-04-2026 19:24
939,20-04-2026 10:00,25-04-2026 18:00,27-04-2026 09:00,E Tender Notice No-01_2025_2026_03 E Tender Notice No-01_2026-2027_02,,2026_NASHI_1296305_2,RDD-CEO-NASHIK||NASHIK-Dy. CEO V.P.||KALWAN||GANORE,NA,94,21-04-2026 19:24
940,20-04-2026 10:00,27-04-2026 18:55,29-04-2026 10:00,Construction of Internal C C Drain in Vishwaprabha Colony Main Road in P. No.1 AMC Area Amravati. PWD/AMT/2026-27/2/33,,2026_PWR_1296309_1,Public Works Region||Public Works Region - Amravati||Public Works Circle - Amravati||Public Works Division Amravati,"15,75,927",94,21-04-2026 19:24
941,20-04-2026 10:00,27-04-2026 18:55,29-04-2026 10:00,Construction of Chain Link Fencing in Nagarjun Colony in open Space in P. No.2 AMC Area Amravati. PWD/AMT/2026-27/2/34,,2026_PWR_1296311_1,Public Works Region||Public Works Region - Amravati||Public Works Circle - Amravati||Public Works Division Amravati,"19,95,847",95,21-04-2026 19:24
942,20-04-2026 10:00,27-04-2026 18:00,29-04-2026 10:00,Construction of Compound Wall for Protection MTDC Govt. Land at Toranmal Tal.Dhadgaon Dist.Nandurbar E-Tender Notice No.1 for 2026-27 (B-1 Tender),,2026_PWR_1296312_1,Public Works Region||Public Works Region - Nashik||Public Works Circle - Dhule||Public Works Division Shahada,"83,43,279",95,21-04-2026 19:24
943,20-04-2026 10:00,27-04-2026 18:00,29-04-2026 10:00,A) Construction of Concrete Road from Meraj Caterers to Javid Kazi House in Village Maloni Tal.Shahada Dist.Nandurbar B) Construction of Concrete Road from Ismail Bhai Pinjari House to Sajid Sir Ideal School in Village Maloni Tal.Shahadad Dist.Nandur E-Tender Notice No.1 for 2026-27 (B-1 Tender),,2026_PWR_1296312_2,Public Works Region||Public Works Region - Nashik||Public Works Circle - Dhule||Public Works Division Shahada,"83,95,107",95,21-04-2026 19:24
944,20-04-2026 10:00,27-04-2026 18:00,29-04-2026 10:00,A) Construction of Concrete Road from Akram Khatri House to Rajsthani Tailors House in Village Maloni Tal.Shahada Dist.Nandurbar B) Construction of Concrete Road from Alpsankhyank Vasti in Village Islampur Tal.Shahada Dist.Nandurbar E-Tender Notice No.1 for 2026-27 (B-1 Tender),,2026_PWR_1296312_3,Public Works Region||Public Works Region - Nashik||Public Works Circle - Dhule||Public Works Division Shahada,"83,74,230",95,21-04-2026 19:24
945,20-04-2026 10:00,27-04-2026 18:00,29-04-2026 10:00,"Construction of Concrete Road from Salim Shah to Mosim Manyar Ajun Lohar, Munna Mistari, Pannalal Bedmuttha Abbas Badu Teli House in Village Mhasawad Tal.Shahada Dist.Nandurbar E-Tender Notice No.1 for 2026-27 (B-1 Tender)",,2026_PWR_1296312_4,Public Works Region||Public Works Region - Nashik||Public Works Circle - Dhule||Public Works Division Shahada,"80,72,008",95,21-04-2026 19:24
946,20-04-2026 10:00,27-04-2026 18:00,29-04-2026 10:00,Construction of Concrete Road from Umar Bismillah Khatik to Masjid to Abdul Rajjaq Memon to Raees Manyar to Kishorak to Rashid Manyar House in Village Mhasawad Tal.Shahada Dist.Nandurbar E-Tender Notice No.1 for 2026-27 (B-1 Tender),,2026_PWR_1296312_5,Public Works Region||Public Works Region - Nashik||Public Works Circle - Dhule||Public Works Division Shahada,"80,72,108",95,21-04-2026 19:24
947,20-04-2026 10:00,27-04-2026 18:00,29-04-2026 10:00,A) Providing Paver Block at Kabrastan in Village Kheddigar Tal.Shahada Dist.Nandurbar B) Construction of Concrete Road from Aabid Mevati House to Dr.Ajhar Pathan House in Village Maloni Tal.Shahada Dist.Nandurbar E-Tender Notice No.1 for 2026-27 (B-1 Tender),,2026_PWR_1296312_6,Public Works Region||Public Works Region - Nashik||Public Works Circle - Dhule||Public Works Division Shahada,"75,43,621",95,21-04-2026 19:24
948,20-04-2026 10:00,27-04-2026 18:00,29-04-2026 10:00,Construction of Concrete Road from Adv.Munaf Memons Office to Kalim She. Jamal House in Village Maloni Tal.Shahada Dist.Nandurbar E-Tender Notice No.1 for 2026-27 (B-1 Tender),,2026_PWR_1296312_7,Public Works Region||Public Works Region - Nashik||Public Works Circle - Dhule||Public Works Division Shahada,"65,58,650",95,21-04-2026 19:24
949,20-04-2026 10:00,27-04-2026 18:00,29-04-2026 10:00,Construction of Concrete Road from Irfan Pathan House to Khadija Masjid in Village Maloni Tal.Shahada Dist.Nandurbar E-Tender Notice No.1 for 2026-27 (B-1 Tender),,2026_PWR_1296312_8,Public Works Region||Public Works Region - Nashik||Public Works Circle - Dhule||Public Works Division Shahada,"38,34,092",95,21-04-2026 19:24
950,20-04-2026 10:00,27-04-2026 18:00,29-04-2026 10:00,Construction of Samaj Mandir Near Mali Samaj Vasti at Vadali Village Tal.Shahada Dist.Nandurbar E-Tender Notice No.1 for 2026-27 (B-1 Tender),,2026_PWR_1296312_9,Public Works Region||Public Works Region - Nashik||Public Works Circle - Dhule||Public Works Division Shahada,"33,57,077",95,21-04-2026 19:24
951,20-04-2026 10:00,27-04-2026 18:00,29-04-2026 10:00,Construction of Samaj Mandir Near Adivasi Vasti at Dhurkheda Tal.Shahada Dist.Nandurbar E-Tender Notice No.1 for 2026-27 (B-1 Tender),,2026_PWR_1296312_10,Public Works Region||Public Works Region - Nashik||Public Works Circle - Dhule||Public Works Division Shahada,"33,60,499",96,21-04-2026 19:24
952,20-04-2026 10:00,27-04-2026 18:00,29-04-2026 10:00,Construction of Samaj Mandir near Shree Swami Samarth Kendra at Vaijali Village Tal.Shahada Dist.Nandurbar E-Tender Notice No.1 for 2026-27 (B-1 Tender),,2026_PWR_1296312_11,Public Works Region||Public Works Region - Nashik||Public Works Circle - Dhule||Public Works Division Shahada,"33,62,042",96,21-04-2026 19:24
953,20-04-2026 10:00,27-04-2026 18:00,29-04-2026 10:00,Construction of Concrete Road from Yakub Khatik House to Irhaq Khokar House in Village Maloni Tal.Shahada Dist.Nandurbar E-Tender Notice No.1 for 2026-27 (B-1 Tender),,2026_PWR_1296312_12,Public Works Region||Public Works Region - Nashik||Public Works Circle - Dhule||Public Works Division Shahada,"32,28,852",96,21-04-2026 19:24
954,20-04-2026 10:00,27-04-2026 18:00,29-04-2026 10:00,Construction of Samaj Mandir Near Kunbi Patil Samaj Vasti at Anarad Village Tal.Shahada Dist.Nandurbar E-Tender Notice No.1 for 2026-27 (B-1 Tender),,2026_PWR_1296312_13,Public Works Region||Public Works Region - Nashik||Public Works Circle - Dhule||Public Works Division Shahada,"31,04,999",96,21-04-2026 19:24
955,20-04-2026 10:00,27-04-2026 18:00,29-04-2026 10:00,Construction of Concrete Road from Rizwan Khokar House to A.Rauf Khatris House in Village Maloni Tal.Shahada Dist.Nandurbar E-Tender Notice No.1 for 2026-27 (B-1 Tender),,2026_PWR_1296312_14,Public Works Region||Public Works Region - Nashik||Public Works Circle - Dhule||Public Works Division Shahada,"20,18,043",96,21-04-2026 19:24
956,20-04-2026 10:00,27-04-2026 17:00,28-04-2026 17:00,Construction Gutter In Ward No 5 At Chinawal Tal Raver Dist Jalgaon GPChinawal/15thComm/ET/5/25-26,,2026_JALGA_1296317_1,RDD-CEO-JALGAON||JALGAON-Dy. CEO V.P.||RAVER||CHINAWAL,"2,99,983",96,21-04-2026 19:24
957,20-04-2026 10:00,27-04-2026 17:00,28-04-2026 17:00,Material Tender Gp Nimsada gpnimsada/2526/1,,2026_CHAND_1296342_1,RDD-CEO-CHANDRAPUR||CHANDRAPUR-Dy. CEO V.P.||WARORA||NIMSADA,NA,96,21-04-2026 19:24
958,20-04-2026 10:00,22-04-2026 11:00,23-04-2026 16:00,PROVIDING AND INSTALLATION OF 1000LPH RO UNIT AT GP SHILONA TQ PUSAD DIST YAVATMAL 2026/YAVAT/PUSAD/SHILONA,,2026_YAVAT_1296348_1,RDD-CEO-YAVATMAL||YAVATMAL-Dy. CEO V.P.||PUSAD||SHILONA,"7,38,541",96,21-04-2026 19:24
959,20-04-2026 09:45,27-04-2026 18:15,29-04-2026 10:00,Providing internal Facility At.Nagar Bhavan At.Nagar Parishad Saoner SMC_CIVIL_2026_1244,,2026_DMA_1296030_1,"Directorate Of Municipal Administration||Municipal Administration, Nagpur||Municipal Council, Saoner||Miscellneous Department","34,87,421",96,21-04-2026 19:24
960,20-04-2026 09:30,27-04-2026 15:30,29-04-2026 16:00,WORK NO 1 KMC PR KR 12 ANTARGAT NAGALA PARK YETIL SHAHA BANGLA TE BALKRUSHNA HAVELI CHANNEL KARNE KMC/PWD/2026-27/5,,2026_KMC_1295880_1,Kolhapur Municipal Corporation||Public Works Department,"1,64,032",96,21-04-2026 19:24
961,20-04-2026 09:30,27-04-2026 15:30,29-04-2026 16:00,WORK NO 2 PR KR 4 TARARANI MARKET CHE KARYASHETRATIL SADAR BAZAR TE SHAHU COLLEGE RASTEVAR SAVJANIK MUTARI DURUSTI KARNE KMC/PWD/2026-27/5,,2026_KMC_1295880_2,Kolhapur Municipal Corporation||Public Works Department,"2,27,600",97,21-04-2026 19:24
962,20-04-2026 09:30,27-04-2026 15:30,29-04-2026 16:00,WORK NO 3 PR KR 10 ANTARGAT PANDHARPUR VASAHAT YETIL SARVAJANIK SHOUCHALAY DURUSTI KARNE KMC/PWD/2026-27/5,,2026_KMC_1295880_3,Kolhapur Municipal Corporation||Public Works Department,"95,819",97,21-04-2026 19:24
963,20-04-2026 09:30,27-04-2026 15:30,29-04-2026 16:00,WORK NO 4 PR KR 1 ANTARGAT ULAPE MALA YETIL SANJAY ULAPE GHARAJAVAL YETIL SARVAJANIK SHOUCHALAY DURUSTI KARNE KMC/PWD/2026-27/5,,2026_KMC_1295880_4,Kolhapur Municipal Corporation||Public Works Department,"93,131",97,21-04-2026 19:24
964,20-04-2026 09:30,27-04-2026 15:30,29-04-2026 16:00,WORK NO 5 PR KR 1 ANTARGAT SHIVKRUSHNA COLONYJAVAL SARVAJANIK SHOUCHALAY DURUSTI KARNE KMC/PWD/2026-27/5,,2026_KMC_1295880_5,Kolhapur Municipal Corporation||Public Works Department,"1,94,450",97,21-04-2026 19:24
965,20-04-2026 09:30,27-04-2026 15:30,29-04-2026 16:00,WORK NO 6 PR KR 69 TAPOVAN ANTARGAT HOTEL INDIRASAGAR MAGIL BAJUCHE SARVJANIK SWACHTAGRUH DURUSTI KARNE KMC/PWD/2026-27/5,,2026_KMC_1295880_6,Kolhapur Municipal Corporation||Public Works Department,"2,03,174",97,21-04-2026 19:24
966,20-04-2026 09:30,27-04-2026 15:30,29-04-2026 16:00,WORK NO 7 PR KR 67 RAMANANDNAGAR ANTARGAT RAMANANDNAGAR TALIM YETIL SWACHTAGRUH DURUSTI KARNE KMC/PWD/2026-27/5,,2026_KMC_1295880_7,Kolhapur Municipal Corporation||Public Works Department,"2,03,174",97,21-04-2026 19:24
967,20-04-2026 09:30,27-04-2026 15:30,29-04-2026 16:00,WORK NO 8 PR KR 55 PADMARAJE UDYAN ANTARGAT PRASAD TARUN MANDAL YETIL SWATCHAGRUH DURUSTI KARNE KMC/PWD/2026-27/5,,2026_KMC_1295880_8,Kolhapur Municipal Corporation||Public Works Department,"2,03,123",97,21-04-2026 19:24
968,20-04-2026 09:30,27-04-2026 15:30,29-04-2026 16:00,WORK NO 9 PR KR 68 KALAMBA FILTER HOUSE ANTARGAT MAILKHADDA YETIL SARVAJANIK SWATCHGRUH DURUSTI KARNE KMC/PWD/2026-27/5,,2026_KMC_1295880_9,Kolhapur Municipal Corporation||Public Works Department,"2,03,324",97,21-04-2026 19:24
969,20-04-2026 09:30,27-04-2026 15:30,29-04-2026 16:00,WORK NO 10 PR KR 56 SAMBHAJINAGAR ANTARGAT SHAHAJI VASAHAT YETIL MAHILA SWACHTAGRUH DURUSTI KARNE KMC/PWD/2026-27/5,,2026_KMC_1295880_10,Kolhapur Municipal Corporation||Public Works Department,"2,02,929",97,21-04-2026 19:24
970,20-04-2026 09:30,27-04-2026 15:30,29-04-2026 16:00,WORK NO 11 PR KR 56 SAMBHAJINAGAR ANTARGAT R D PATIL SANRAKSHAK BHINT LAGAT SWACHTAGRUH DURUSTI KARNE KMC/PWD/2026-27/5,,2026_KMC_1295880_11,Kolhapur Municipal Corporation||Public Works Department,"2,03,097",97,21-04-2026 19:24
971,20-04-2026 09:30,27-04-2026 15:30,29-04-2026 16:00,WORK NO 12 PR KR 56 SAMBHAJINAGAR ANTARGAT SHAHAJI VASAHAT YETIL PURUSH SWACHTAGRUH DURUSTI KARNE KMC/PWD/2026-27/5,,2026_KMC_1295880_12,Kolhapur Municipal Corporation||Public Works Department,"2,03,379",98,21-04-2026 19:24
972,20-04-2026 09:30,27-04-2026 15:30,29-04-2026 16:00,WORK NO 13 PR KR 71 RANKALA TALAV ANTARGAT AMBAI TANK YETIL SWACHTAGRUH DURUSTI KARNE KMC/PWD/2026-27/5,,2026_KMC_1295880_13,Kolhapur Municipal Corporation||Public Works Department,"2,03,646",98,21-04-2026 19:24
973,20-04-2026 09:30,27-04-2026 15:30,29-04-2026 16:00,WORK NO 1 SAKIES EXTAINSION PANCH BANGLA MADHIL MANJULA APPARTMENT LAGTACHE RASTE PEVAR PADDHATINE DAMBARI KARNE KMC/PWD/2026-27/6,,2026_KMC_1296028_1,Kolhapur Municipal Corporation||Public Works Department,"5,91,038",98,21-04-2026 19:24
974,20-04-2026 09:30,27-04-2026 15:30,29-04-2026 16:00,WORK NO 2 PR KR 21 22 ANTARGAT HAVALDAR GHARAJAVALIL SARVAJANIK SHOUCHALAY DURUSTI KARNE KMC/PWD/2026-27/6,,2026_KMC_1296028_2,Kolhapur Municipal Corporation||Public Works Department,"8,09,758",98,21-04-2026 19:24
975,20-04-2026 09:30,27-04-2026 15:30,29-04-2026 16:00,"WORK NO 3 VIBHAGIYA KARYALAY KR 3 KARYASHETRATIL PRABHAG KR 24,34,35,36,37,38 MADHIL SARVAJANIK SHOUCHALAY DURUSTI KARNE KMC/PWD/2026-27/6",,2026_KMC_1296028_3,Kolhapur Municipal Corporation||Public Works Department,"8,09,732",98,21-04-2026 19:24
976,20-04-2026 09:30,27-04-2026 15:30,29-04-2026 16:00,WORK NO 4 PR KR 81 KRANTISINH NANA PATIL NAGAR YETIL ANTARGAT HARIPRIYA NAGAR JAVAL PORE GHAR TE PAWAR GHAR OPEN SPACE PARYANT RASTA VA GATTAR KARNE KMC/PWD/2026-27/6,,2026_KMC_1296028_4,Kolhapur Municipal Corporation||Public Works Department,"12,24,499",98,21-04-2026 19:24
977,20-04-2026 09:30,27-04-2026 15:30,29-04-2026 16:00,WORK NO 5 PR KR 16 SHIVAJI PARK ANTARGAT INDIRANAGAR ZOPADPATTI YETIL SARVAJANIK SHOCHALAY DURUSTI KARNE KMC/PWD/2026-27/6,,2026_KMC_1296028_5,Kolhapur Municipal Corporation||Public Works Department,"2,64,162",98,21-04-2026 19:24
978,20-04-2026 09:30,27-04-2026 15:30,29-04-2026 16:00,WORK NO 6 PR KR 1 ANTARGAT SHIVCHARAN SARVAJANIK SHOUCHLAY DURUSTI KARNE KMC/PWD/2026-27/6,,2026_KMC_1296028_6,Kolhapur Municipal Corporation||Public Works Department,"2,64,003",98,21-04-2026 19:24
979,20-04-2026 09:30,27-04-2026 15:30,29-04-2026 16:00,WORK NO 7 PR KR 11 ANTARGAT TIMBER MARKET BALEKUNDRI MAHARAJ MANDIR SHEJARIL SARVAJANIK SHOCHALAY DURUSTI KARNE KMC/PWD/2026-27/6,,2026_KMC_1296028_7,Kolhapur Municipal Corporation||Public Works Department,"4,55,232",98,21-04-2026 19:24
980,20-04-2026 09:30,27-04-2026 15:30,29-04-2026 16:00,WORK NO 8 PR KR 70 RAJLAXMI NAGAR COLONY ANTARGAT JAYDEEP PATIL GHAR TE SHITTUR KAR GHAR RASTA CONCRETE KARAN KARNE KMC/PWD/2026-27/6,,2026_KMC_1296028_8,Kolhapur Municipal Corporation||Public Works Department,"4,05,082",98,21-04-2026 19:24
981,20-04-2026 09:30,27-04-2026 15:30,29-04-2026 16:00,WORK NO 9 PR KR 70 RAJLAXMI NAGAR SHRIKRUSHNA COLONY YETIL RSN 741/2 MAHAPALIKECHYA JAGEVAR SARVAJANIK SABHAGRUH BANDHKAM KARNE KMC/PWD/2026-27/6,,2026_KMC_1296028_9,Kolhapur Municipal Corporation||Public Works Department,"8,12,980",99,21-04-2026 19:24
982,20-04-2026 09:30,27-04-2026 15:30,29-04-2026 16:00,WORK NO 10 PR KR 3 ANTARGAT HAWALDAR GHARAJAVALIL SARVAJANIK SHOUCHALAY DURUSTI KARNE KMC/PWD/2026-27/6,,2026_KMC_1296028_10,Kolhapur Municipal Corporation||Public Works Department,"2,66,955",99,21-04-2026 19:24
983,20-04-2026 09:15,24-04-2026 09:30,25-04-2026 09:40,INVATING TO COLLECT AND REMOVE TENDU LEAVES AT GP NIBADIV TQ ZARI JAMNI DIST YAVATMAL NIT/GP/ NIMBADEVI/2026,,2026_YAVAT_1296273_1,RDD-CEO-YAVATMAL||YAVATMAL-Dy. CEO V.P.||ZARI JAMNI||NIMBADEVI,NA,99,21-04-2026 19:24
984,20-04-2026 09:00,05-05-2026 17:00,06-05-2026 17:00,Construction Of Smashanbhumi Shed Compound Wall and Beautification of Smashanbhumi Premise ZPW_PSW_Tenter2026-27_01,,2026_WARDH_1295624_1,RDD-CEO-WARDHA||WARDHA-Dy. CEO V.P.||WARDHA||SINDHI (M),NA,99,21-04-2026 19:24
985,20-04-2026 09:00,04-05-2026 17:00,05-05-2026 17:00,Providing Internal EI street Lights and Sumersible water pumpset to proposed sr citizen community hall and recreation center at Nalwadi ZPW_PSW_GP26-27TN001,,2026_WARDH_1295799_1,RDD-CEO-WARDHA||WARDHA-Dy. CEO V.P.||WARDHA||NALWADI,NA,99,21-04-2026 19:24
986,20-04-2026 09:00,27-04-2026 18:00,29-04-2026 09:00,"CONSTRUCTION OF POLICE STATION BUILDING AT YAWAT, TAL.DAUND, DIST.PUNE. E Tender Notice No.02 for 2026-2027",,2026_PWDRP_1295847_1,Public Works Region-Pune||Public Works Circle-Pune||Public Works(East) Division-Pune,"9,75,32,349",99,21-04-2026 19:24
987,20-04-2026 09:00,25-04-2026 17:00,27-04-2026 12:30,Call For Material GP_GONGALE_SADAK,,2026_GONDI_1296095_1,RDD-CEO-GONDIA||GONDIA-Dy. CEO V.P.||SADAK ARJUNI||GONGLE,"3,00,000",99,21-04-2026 19:24
988,20-04-2026 09:00,25-04-2026 15:00,27-04-2026 15:00,Supply of Consumables Items for Negative Pressure Wound Therapy (V A C) Machine Quotation Notice 01/2026-27 (YCMH),,2026_PCMCP_1296100_1,Pimpri Chinchwad Municipal Corporation||Central Material Stores,NA,99,21-04-2026 19:24
989,20-04-2026 09:00,04-05-2026 13:00,06-05-2026 13:00,"Work contract for performing day to day electrical maintenance , repairs and other misc. Works 06/2026",,2026_SGBAU_1296136_1,Sant Gadge Baba Amravati University,0,99,21-04-2026 19:24
990,20-04-2026 09:00,04-05-2026 13:00,06-05-2026 13:00,"Work contract for providing plumber, masons, carpenter labour (Mazdoor) for performing day to day water supply and civil maintenance, repairs of the building and other misc. work 06/2026",,2026_SGBAU_1296136_2,Sant Gadge Baba Amravati University,0,99,21-04-2026 19:24
991,20-04-2026 09:00,25-04-2026 09:00,27-04-2026 09:00,Supply of LLDPE Hand Barrows for the use of SWM department in C Ward MDB/DMC Z-1/261 DTD 17.04.2026,,2026_MCGM_1296155_1,Municipal Corporation of Greater Mumbai||C Ward||SWM Department,NA,100,21-04-2026 19:24
